Test 1,123456,123456P0001,9/8/97 5:52:35 PM
Test 1,123456,123456P0002,9/8/97 5:52:41 PM
Test 1,123456,123456P0003,9/8/97 5:52:47 PM
Test 1,123456,123456P0004,9/8/97 5:52:52 PM
Test 2,ABCDEF,ABCDEFP0005,9/8/97 5:52:58 PM
Test 2,ABCDEF,ABCDEFP0006,9/8/97 5:53:03 PM
Test 2,ABCDEF,ABCDEFP0007,9/8/97 5:53:09 PM
Test 2,ABCDEF,ABCDEFP0008,9/8/97 5:53:14 PM
Test 2,ABCDEF,ABCDEFP0009,9/8/97 5:53:20 PM
Test 2,ABCDEF,ABCDEFP0010,9/8/97 5:53:25 PM
Test 2,ABCDEF,ABCDEFP0011,9/8/97 5:53:31 PM
Test 2,ABCDEF,ABCDEFP0012,9/8/97 5:53:36 PM
Test 1,123456,123456P0001,9/8/97 5:56:15 PM
Test 1,123456,123456P0002,9/8/97 5:56:21 PM
Test 1,123456,123456P0003,9/8/97 5:56:27 PM
Test 1,123456,123456P0004,9/8/97 5:56:33 PM
Test 1,123456,123456P0005,9/8/97 5:56:38 PM
Test 1,123456,123456P0006,9/8/97 5:57:08 PM
Test 1,123456,123456P0007,9/8/97 5:57:14 PM
Test 1,123456,123456P0008,9/8/97 5:57:20 PM
Test 1,123456,123456P0009,9/8/97 5:57:26 PM
Test 1,123456,123456P0010,9/8/97 5:57:32 PM
Test 1,123456,123456P0011,9/8/97 5:57:37 PM
Test 1,123456,123456P0012,9/8/97 5:57:43 PM
Test 2,ABCDEF,ABCDEFP0013,9/8/97 5:57:49 PM
Test 2,ABCDEF,ABCDEFP0014,9/8/97 5:57:54 PM
Test 2,ABCDEF,ABCDEFP0015,9/8/97 5:58:00 PM
Test 2,ABCDEF,ABCDEFP0016,9/8/97 5:58:05 PM
Test 2,ABCDEF,ABCDEFP0017,9/8/97 5:58:11 PM
Test 2,ABCDEF,ABCDEFP0018,9/8/97 5:58:16 PM
Test 2,ABCDEF,ABCDEFP0019,9/8/97 5:58:22 PM
Test 2,ABCDEF,ABCDEFP0020,9/8/97 5:58:27 PM
Test 2,ABCDEF,ABCDEFP0021,9/8/97 5:58:33 PM
Test 2,ABCDEF,ABCDEFP0022,9/8/97 5:58:38 PM
Test 2,ABCDEF,ABCDEFP0023,9/8/97 5:58:44 PM
Test 2,ABCDEF,ABCDEFP0024,9/8/97 5:58:49 PM
Test 2,ABCDEF,ABCDEFP0025,9/8/97 5:58:55 PM
Test 2,ABCDEF,ABCDEFP0026,9/8/97 5:59:00 PM
Test 2,ABCDEF,ABCDEFP0027,9/8/97 5:59:06 PM
Test 2,ABCDEF,ABCDEFP0028,9/8/97 5:59:11 PM
Test 2,ABCDEF,ABCDEFP0029,9/8/97 5:59:17 PM
Test 2,ABCDEF,ABCDEFP0030,9/8/97 5:59:22 PM
Test 2,ABCDEF,ABCDEFP0031,9/8/97 5:59:28 PM
Test 2,ABCDEF,ABCDEFP0032,9/8/97 5:59:33 PM
Test 2,ABCDEF,ABCDEFP0033,9/8/97 5:59:39 PM
Test 1,123456,123456P0034,9/8/97 5:59:45 PM
Test 1,123456,123456P0035,9/8/97 5:59:51 PM
Test 1,123456,123456P0036,9/8/97 5:59:56 PM
Test 1,123456,123456P0037,9/8/97 6:00:02 PM
Test 1,123456,123456P0038,9/8/97 6:00:08 PM
Test 1,123456,123456P0039,9/8/97 6:00:14 PM
Test 1,123456,123456P0040,9/8/97 6:00:20 PM
Test 1,123456,123456P0041,9/8/97 6:00:25 PM
Test 1,123456,123456P0042,9/8/97 6:00:41 PM
Test 1,123456,123456P0043,9/8/97 6:00:47 PM
Test 1,123456,123456P0044,9/8/97 6:00:53 PM
Test 1,123456,123456P0045,9/8/97 6:00:59 PM
Test 1,123456,123456P0046,9/8/97 6:01:05 PM
Test 1,123456,123456P0047,9/8/97 6:01:11 PM
Test 1,123456,123456P0048,9/8/97 6:01:16 PM
Test 1,123456,123456P0049,9/8/97 6:01:22 PM
Test 1,123456,123456P0050,9/8/97 6:01:28 PM
Test 1,123456,123456P0051,9/8/97 6:01:34 PM
Test 2,ABCDEF,ABCDEFP0052,9/8/97 6:01:40 PM
Test 2,ABCDEF,ABCDEFP0053,9/8/97 6:01:45 PM
Test 2,ABCDEF,ABCDEFP0054,9/8/97 6:01:51 PM
Test 2,ABCDEF,ABCDEFP0055,9/8/97 6:01:56 PM
Test 2,ABCDEF,ABCDEFP0056,9/8/97 6:02:02 PM
Test 2,ABCDEF,ABCDEFP0057,9/8/97 6:02:07 PM
Test 2,ABCDEF,ABCDEFP0058,9/8/97 6:02:13 PM
Test 2,ABCDEF,ABCDEFP0059,9/8/97 6:02:18 PM
Test 2,ABCDEF,ABCDEFP0060,9/8/97 6:02:24 PM
Test 2,ABCDEF,ABCDEFP0061,9/8/97 6:02:29 PM
Test 2,ABCDEF,ABCDEFP0062,9/8/97 6:02:35 PM
Test 2,ABCDEF,ABCDEFP0063,9/8/97 6:02:41 PM
Test 2,ABCDEF,ABCDEFP0064,9/8/97 6:02:46 PM
Test 2,ABCDEF,ABCDEFP0065,9/8/97 6:02:51 PM
Test 2,ABCDEF,ABCDEFP0066,9/8/97 6:02:57 PM
Test 2,ABCDEF,ABCDEFP0067,9/8/97 6:03:02 PM
Test 2,ABCDEF,ABCDEFP0068,9/8/97 6:03:08 PM
Test 3,F12345,F12345P0069,9/8/97 6:03:14 PM
Test 3,F12345,F12345P0070,9/8/97 6:04:08 PM
Test 3,F12345,F12345P0071,9/8/97 6:08:52 PM
Test 1,123456,123456P0001,9/9/97 9:29:18 AM
Test 1,123456,123456P0002,9/9/97 9:32:07 AM
Test 1,123456,123456P0003,9/9/97 9:32:14 AM
Test 1,123456,123456P0004,9/9/97 9:32:20 AM
Test 1,123456,123456P0005,9/9/97 9:32:26 AM
Test 1,123456,123456P0001,9/9/97 9:48:18 AM
Test 1,123456,123456P0002,9/9/97 9:48:25 AM
Test 1,123456,123456P0003,9/9/97 9:48:31 AM
Test 1,123456,123456P0004,9/9/97 9:48:37 AM
Test 1,123456,123456P0001,9/9/97 1:33:52 PM
Test 1,123456,123456P0001,9/9/97 2:54:16 PM
Test 1,123456,123456P0002,9/9/97 2:54:22 PM
Test 1,123456,123456P0003,9/9/97 2:54:56 PM
Test 1,123456,123456P0004,9/9/97 2:55:25 PM
Test 1,123456,123456P0005,9/9/97 2:55:30 PM
Test 1,123456,123456P0006,9/9/97 2:55:36 PM
Test 1,123456,123456P0007,9/9/97 2:55:42 PM
Test 1,123456,123456P0008,9/9/97 2:55:48 PM
Test 1,123456,123456P0009,9/9/97 2:56:11 PM
Test 1,123456,123456P0010,9/9/97 2:56:17 PM
Test 1,123456,123456P0011,9/9/97 2:56:23 PM
Test 1,123456,123456P0012,9/9/97 2:56:28 PM
Test 1,123456,123456P0013,9/9/97 2:56:34 PM
Test 1,123456,123456P0001,9/9/97 3:48:03 PM
Test 1,123456,123456P0002,9/9/97 3:48:09 PM
Test 1,123456,123456P0003,9/9/97 3:48:15 PM
Test 1,123456,123456P0004,9/9/97 3:48:21 PM
Test 1,123456,123456P0001,9/9/97 3:50:36 PM
Test 1,123456,123456P0002,9/9/97 3:50:42 PM
Test 1,123456,123456P0001,9/9/97 3:54:23 PM
Test 1,123456,123456P0002,9/9/97 3:54:29 PM
Test 1,123456,123456P0003,9/9/97 3:54:47 PM
Test 1,123456,123456P0004,9/9/97 3:55:00 PM
Test 1,123456,123456P0005,9/9/97 3:55:05 PM
Test 1,123456,123456P0006,9/9/97 3:55:11 PM
Test 1,123456,123456P0007,9/9/97 3:55:17 PM
Test 1,123456,123456P0001,9/9/97 4:13:32 PM
Test 1,123456,123456P0002,9/9/97 4:13:38 PM
Test 1,123456,123456P0003,9/9/97 4:13:44 PM
Test 1,123456,123456P0004,9/9/97 4:14:01 PM
Test 1,123456,123456P0005,9/9/97 4:14:07 PM
Test 3,F12345,F12345P0006,9/9/97 4:16:35 PM
Test 3,F12345,F12345P0007,9/9/97 4:16:41 PM
Test 3,F12345,F12345P0008,9/9/97 4:16:47 PM
Test 3,F12345,F12345P0009,9/9/97 4:16:52 PM
Test 3,F12345,F12345P0010,9/9/97 4:16:58 PM
Test 3,F12345,F12345P0011,9/9/97 4:17:04 PM
Test 3,F12345,F12345P0012,9/9/97 4:17:10 PM
Test 3,F12345,F12345P0013,9/9/97 4:17:15 PM
Test 3,F12345,F12345P0014,9/9/97 4:17:21 PM
Test 3,F12345,F12345P0015,9/9/97 4:17:27 PM
Test 3,F12345,F12345P0016,9/9/97 4:17:32 PM
Test 3,F12345,F12345P0017,9/9/97 4:17:38 PM
Test 3,F12345,F12345P0018,9/9/97 4:17:44 PM
Test 2,ABCDEF,ABCDEFP0019,9/9/97 4:17:50 PM
Test 2,ABCDEF,ABCDEFP0020,9/9/97 4:17:55 PM
Test 2,ABCDEF,ABCDEFP0021,9/9/97 4:18:00 PM
Test 2,ABCDEF,ABCDEFP0022,9/9/97 4:18:06 PM
Test 2,ABCDEF,ABCDEFP0023,9/9/97 4:18:11 PM
Test 2,ABCDEF,ABCDEFP0024,9/9/97 4:18:17 PM
Test 1,123456,123456P0001,9/9/97 4:29:18 PM
Test 1,123456,123456P0002,9/9/97 4:29:23 PM
Test 1,123456,123456P0003,9/9/97 4:36:32 PM
Test 1,123456,123456P0004,9/9/97 4:36:38 PM
Test 1,123456,123456P0005,9/9/97 4:36:44 PM
Test 1,123456,123456P0006,9/9/97 4:36:49 PM
Test 1,123456,123456P0007,9/9/97 4:36:55 PM
Test 1,123456,123456P0008,9/9/97 4:37:01 PM
Test 1,123456,123456P0009,9/9/97 4:37:07 PM
Test 1,123456,123456P0010,9/9/97 4:37:13 PM
Test 1,123456,123456P0011,9/9/97 4:37:18 PM
Test 1,123456,123456P0012,9/9/97 4:37:24 PM
Test 1,123456,123456P0013,9/9/97 4:37:30 PM
Test 2,ABCDEF,ABCDEFP0014,9/9/97 4:37:36 PM
Test 2,ABCDEF,ABCDEFP0015,9/9/97 4:37:41 PM
Test 2,ABCDEF,ABCDEFP0016,9/9/97 4:37:47 PM
Test 2,ABCDEF,ABCDEFP0017,9/9/97 4:37:52 PM
Test 2,ABCDEF,ABCDEFP0018,9/9/97 4:37:58 PM
Test 2,ABCDEF,ABCDEFP0019,9/9/97 4:38:03 PM
Test 2,ABCDEF,ABCDEFP0020,9/9/97 4:38:09 PM
Test 2,ABCDEF,ABCDEFP0021,9/9/97 4:38:14 PM
Test 2,ABCDEF,ABCDEFP0022,9/9/97 4:38:19 PM
Test 2,ABCDEF,ABCDEFP0023,9/9/97 4:38:25 PM
Test 2,ABCDEF,ABCDEFP0024,9/9/97 4:38:30 PM
Test 2,ABCDEF,ABCDEFP0025,9/9/97 4:38:36 PM
Test 2,ABCDEF,ABCDEFP0026,9/9/97 4:38:41 PM
Test 2,ABCDEF,ABCDEFP0027,9/9/97 4:38:47 PM
Test 2,ABCDEF,ABCDEFP0028,9/9/97 4:38:52 PM
Test 1,123456,123456P0001,9/9/97 4:46:20 PM
Test 1,123456,123456P0001,9/9/97 4:49:57 PM
Test 1,123456,123456P0002,9/9/97 4:50:03 PM
Test 1,123456,123456P0003,9/9/97 4:50:21 PM
Test 1,123456,123456P0004,9/9/97 4:50:27 PM
Test 1,123456,123456P0005,9/9/97 4:50:32 PM
Test 1,123456,123456P0006,9/9/97 4:50:38 PM
Test 1,123456,123456P0007,9/9/97 4:50:45 PM
Test 1,123456,123456P0008,9/9/97 4:50:51 PM
Test 1,123456,123456P0009,9/9/97 4:50:56 PM
Test 2,ABCDEF,ABCDEFP0010,9/9/97 4:51:02 PM
Test 2,ABCDEF,ABCDEFP0011,9/9/97 4:51:07 PM
Test 2,ABCDEF,ABCDEFP0012,9/9/97 4:51:13 PM
Test 1,123456,123456P0001,9/9/97 4:52:49 PM
Test 1,123456,123456P0002,9/9/97 4:52:54 PM
Test 1,123456,123456P0001,9/9/97 4:54:33 PM
Test 1,123456,123456P0002,9/9/97 4:54:39 PM
Test 1,123456,123456P0003,9/9/97 4:54:44 PM
Test 1,123456,123456P0001,9/9/97 4:57:04 PM
Test 1,123456,123456P0002,9/9/97 4:57:10 PM
Test 1,123456,123456P0003,9/9/97 4:57:16 PM
Test 1,123456,123456P0001,9/9/97 5:00:08 PM
Test 1,123456,123456P0002,9/9/97 5:02:49 PM
Test 1,123456,123456P0003,9/9/97 5:02:55 PM
Test 1,123456,123456P0004,9/9/97 5:03:00 PM
Test 1,123456,123456P0005,9/9/97 5:03:06 PM
Test 1,123456,123456P0006,9/9/97 5:03:12 PM
Test 1,123456,123456P0007,9/9/97 5:03:18 PM
Test 1,123456,123456P0008,9/9/97 5:03:23 PM
Test 1,123456,123456P0009,9/9/97 5:03:29 PM
Test 1,123456,123456P0010,9/9/97 5:03:35 PM
Test 1,123456,123456P0011,9/9/97 5:46:50 PM
Test 1,123456,123456P0012,9/9/97 5:46:56 PM
Test 1,123456,123456P0013,9/9/97 5:47:01 PM
Test 1,123456,123456P0014,9/9/97 5:47:07 PM
Test 1,123456,123456P0015,9/9/97 5:47:13 PM
Test 1,123456,123456P0016,9/9/97 5:47:19 PM
Test 1,123456,123456P0017,9/9/97 5:47:25 PM
Test 1,123456,123456P0018,9/9/97 5:47:30 PM
Test 1,123456,123456P0019,9/9/97 5:47:36 PM
Test 1,123456,123456P0020,9/9/97 5:47:42 PM
Test 1,123456,123456P0021,9/9/97 5:47:48 PM
Test 1,123456,123456P0022,9/9/97 5:47:53 PM
Test 1,123456,123456P0023,9/9/97 5:47:59 PM
Test 1,123456,123456P0024,9/9/97 5:48:05 PM
Test 1,123456,123456P0025,9/9/97 5:48:10 PM
Test 1,123456,123456P0026,9/9/97 5:48:16 PM
Test 1,123456,123456P0027,9/9/97 5:48:22 PM
Test 1,123456,123456P0028,9/9/97 5:48:28 PM
Test 1,123456,123456P0029,9/9/97 5:48:33 PM
Test 1,123456,123456P0030,9/9/97 5:48:39 PM
Test 1,123456,123456P0031,9/9/97 5:48:45 PM
Test 1,123456,123456P0032,9/9/97 5:48:51 PM
Test 1,123456,123456P0033,9/9/97 5:48:56 PM
Test 1,123456,123456P0034,9/9/97 5:49:02 PM
Test 1,123456,123456P0035,9/9/97 5:49:08 PM
Test 1,123456,123456P0036,9/9/97 5:49:13 PM
Test 1,123456,123456P0037,9/9/97 5:49:19 PM
Test 1,123456,123456P0038,9/9/97 5:49:25 PM
Test 1,123456,123456P0039,9/9/97 5:49:31 PM
Test 1,123456,123456P0040,9/9/97 5:49:36 PM
Test 1,123456,123456P0041,9/9/97 5:49:42 PM
Test 1,123456,123456P0042,9/9/97 5:49:48 PM
Test 1,123456,123456P0043,9/9/97 5:49:54 PM
Test 1,123456,123456P0044,9/9/97 5:50:00 PM
Test 1,123456,123456P0045,9/9/97 5:50:05 PM
Test 2,ABCDEF,ABCDEFP0013,9/9/97 5:50:28 PM
Test 2,ABCDEF,ABCDEFP0014,9/9/97 5:50:33 PM
Test 2,ABCDEF,ABCDEFP0015,9/9/97 5:50:39 PM
Test 2,ABCDEF,ABCDEFP0016,9/9/97 5:50:44 PM
Test 1,123456,123456P0046,9/9/97 5:56:35 PM
Test 1,123456,123456P0047,9/9/97 5:56:41 PM
Test 1,123456,123456P0048,9/9/97 5:57:13 PM
Test 1,123456,123456P0049,9/9/97 5:57:18 PM
Test 1,123456,123456P0050,9/9/97 5:57:24 PM
Test 1,123456,123456P0051,9/9/97 5:57:30 PM
Test 1,123456,123456P0052,9/9/97 5:57:36 PM
Test 1,123456,123456P0053,9/9/97 5:57:42 PM
Test 1,123456,123456P0054,9/9/97 5:57:48 PM
Test 1,123456,123456P0055,9/9/97 5:57:53 PM
Test 2,ABCDEF,ABCDEFP0056,9/9/97 5:57:59 PM
Test 2,ABCDEF,ABCDEFP0057,9/9/97 5:58:05 PM
Test 2,ABCDEF,ABCDEFP0058,9/9/97 5:58:10 PM
Test 2,ABCDEF,ABCDEFP0059,9/9/97 5:58:16 PM
Test 2,ABCDEF,ABCDEFP0060,9/9/97 5:58:21 PM
Test 2,ABCDEF,ABCDEFP0061,9/9/97 5:58:27 PM
Test 2,ABCDEF,ABCDEFP0062,9/9/97 5:58:32 PM
Test 2,ABCDEF,ABCDEFP0063,9/9/97 5:58:38 PM
Test 2,ABCDEF,ABCDEFP0064,9/9/97 5:58:43 PM
Test 2,ABCDEF,ABCDEFP0065,9/9/97 5:58:49 PM
Test 2,ABCDEF,ABCDEFP0066,9/9/97 5:58:55 PM
Test 2,ABCDEF,ABCDEFP0067,9/9/97 5:59:00 PM
Test 2,ABCDEF,ABCDEFP0068,9/9/97 5:59:06 PM
Test 2,ABCDEF,ABCDEFP0069,9/9/97 5:59:11 PM
Test 2,ABCDEF,ABCDEFP0070,9/9/97 5:59:17 PM
